id,date,debit,credit,amount_cents,currency
t001216,2026-02-03,4000,1000,139852,USD
t001217,2026-02-03,1200,3000,76690,USD
t001218,2026-02-03,6000,1000,91458,USD
t001219,2026-02-03,1000,1200,34929,USD
t001220,2026-02-03,4000,1000,63199,USD
t001221,2026-02-03,4000,1000,145579,USD
t001222,2026-02-03,1200,3000,8798,USD
t001223,2026-02-03,1200,3000,133058,USD
t001224,2026-02-03,2000,1000,249861,USD
t001225,2026-02-03,4000,2000,14361,USD
t001226,2026-02-03,1000,1200,175844,USD
t001227,2026-02-03,1000,1200,202846,USD
t001228,2026-02-03,1200,3000,66101,USD
t001229,2026-02-03,1000,1200,66440,USD
t001230,2026-02-03,4000,2000,5211,USD
t001231,2026-02-03,4000,2000,103445,USD
t001232,2026-02-03,6000,1000,174431,USD
t001233,2026-02-03,1200,3000,110645,USD
t001234,2026-02-03,1000,3000,1009,USD
t001235,2026-02-03,2000,1000,4108,USD
t001236,2026-02-03,4000,2000,171733,USD
t001237,2026-02-03,1200,3000,58727,USD
t001238,2026-02-03,1000,1200,9368,USD
t001239,2026-02-03,4000,1000,223337,USD
t001240,2026-02-04,4471,3000,92829,USD
t001241,2026-02-04,4000,1000,167439,USD
t001242,2026-02-04,4000,1000,18117,USD
t001243,2026-02-04,1000,3000,5760,USD
t001244,2026-02-04,2000,1000,103559,USD
t001245,2026-02-04,4471,3000,45749,USD
t001246,2026-02-04,1000,1200,8675,USD
t001247,2026-02-04,4000,2000,5456,USD
t001248,2026-02-04,4471,3000,48773,USD
t001249,2026-02-04,1000,4471,146084,USD
t001250,2026-02-04,2000,1000,133411,USD
t001251,2026-02-04,1200,3000,189871,USD
t001252,2026-02-04,4471,3000,242088,USD
t001253,2026-02-04,4000,1000,125630,USD
t001254,2026-02-04,4000,1000,112129,USD
t001255,2026-02-04,4000,1000,2877,USD
t001256,2026-02-04,4471,3000,58970,USD
t001257,2026-02-04,4471,3000,193611,USD
t001258,2026-02-04,6000,1000,169734,USD
t001259,2026-02-04,6000,1000,210169,USD
t001260,2026-02-04,4000,1000,3651,USD
t001261,2026-02-04,4000,1000,9225,USD
t001262,2026-02-04,4000,1000,167523,USD
t001263,2026-02-04,1000,4471,76553,USD
t001264,2026-02-04,1200,3000,95092,USD
t001265,2026-02-04,4000,1000,61504,USD
t001266,2026-02-04,4000,1000,108875,USD
t001267,2026-02-04,4000,1000,107797,USD
t001268,2026-02-04,1000,1200,189046,USD
t001269,2026-02-04,4000,1000,155084,USD
t001270,2026-02-04,1200,3000,2342,USD
t001271,2026-02-04,1000,1200,220238,USD
t001272,2026-02-04,1000,3000,154551,USD
t001273,2026-02-04,6000,1000,244162,USD
t001274,2026-02-04,4000,1000,226460,USD
t001275,2026-02-04,1000,1200,4779,USD
t001276,2026-02-04,1000,1200,53043,USD
t001277,2026-02-04,1000,3000,147591,USD
t001278,2026-02-04,4000,1000,5983,USD
t001279,2026-02-04,1000,4471,12402,USD
t001280,2026-02-05,2000,1000,5520,USD
t001281,2026-02-05,1000,3000,24157,USD
t001282,2026-02-05,6000,1000,3716,USD
t001283,2026-02-05,6000,1000,3368,USD
t001284,2026-02-05,4000,2000,142653,USD
t001285,2026-02-05,1000,3000,77409,USD
t001286,2026-02-05,1200,3000,184520,USD
t001287,2026-02-05,4000,2000,7323,USD
t001288,2026-02-05,1000,1200,126091,USD
t001289,2026-02-05,4471,3000,9985,USD
t001290,2026-02-05,4000,2000,91170,USD
t001291,2026-02-05,1000,1200,190505,USD
t001292,2026-02-05,4000,2000,210172,USD
t001293,2026-02-05,4000,1000,185429,USD
t001294,2026-02-05,2000,1000,173589,USD
t001295,2026-02-05,1000,3000,151431,USD
t001296,2026-02-05,1200,3000,78299,USD
t001297,2026-02-05,6000,1000,157207,USD
t001298,2026-02-05,2000,1000,6413,USD
t001299,2026-02-05,1200,3000,7280,USD
t001300,2026-02-05,4000,1000,4460,USD
t001301,2026-02-05,4000,2000,67855,USD
t001302,2026-02-05,6000,1000,226995,USD
t001303,2026-02-05,4000,1000,1692,USD
t001304,2026-02-05,1200,3000,98959,USD
t001305,2026-02-05,2000,1000,37974,USD
t001306,2026-02-05,2000,1000,1915,USD
t001307,2026-02-05,2000,1000,171515,USD
t001308,2026-02-05,1200,3000,80893,USD
t001309,2026-02-05,1000,1200,8500,USD
t001310,2026-02-05,1000,3000,209588,USD
t001311,2026-02-05,4000,1000,110693,USD
t001312,2026-02-05,6000,1000,73262,USD
t001313,2026-02-05,2000,1000,218508,USD
t001314,2026-02-05,2000,1000,137260,USD
t001315,2026-02-05,1000,4471,170721,USD
t001316,2026-02-05,1000,1200,48215,USD
t001317,2026-02-05,2000,1000,8289,USD
t001318,2026-02-05,1000,3000,69998,USD
t001319,2026-02-05,1000,1200,86792,USD
t001320,2026-02-06,6000,1000,51465,USD
t001321,2026-02-06,1200,3000,102366,USD
t001322,2026-02-06,4000,1000,232429,USD
t001323,2026-02-06,4000,1000,2099,USD
t001324,2026-02-06,1000,3000,192031,USD
t001325,2026-02-06,6000,1000,233189,USD
t001326,2026-02-06,1000,1200,7868,USD
t001327,2026-02-06,4471,3000,111469,USD
t001328,2026-02-06,6000,1000,5569,USD
t001329,2026-02-06,1000,3000,229889,USD
t001330,2026-02-06,2000,1000,126264,USD
t001331,2026-02-06,6000,1000,460,USD
t001332,2026-02-06,4471,3000,205728,USD
t001333,2026-02-06,6000,1000,3124,USD
t001334,2026-02-06,1000,4471,3994,USD
t001335,2026-02-06,4471,3000,105948,USD
t001336,2026-02-06,2000,1000,207061,USD
t001337,2026-02-06,4471,3000,1356,USD
t001338,2026-02-06,4000,2000,15047,USD
t001339,2026-02-06,1000,1200,98644,USD
t001340,2026-02-06,1200,3000,6663,USD
t001341,2026-02-06,6000,1000,2773,USD
t001342,2026-02-06,6000,1000,87544,USD
t001343,2026-02-06,1200,3000,163816,USD
t001344,2026-02-06,6000,1000,6661,USD
t001345,2026-02-06,4000,2000,4488,USD
t001346,2026-02-06,1000,1200,98907,USD
t001347,2026-02-06,1200,3000,112909,USD
t001348,2026-02-06,1200,3000,241304,USD
t001349,2026-02-06,2000,1000,162479,USD
t001350,2026-02-06,1000,1200,9650,USD
t001351,2026-02-06,4000,1000,1495,USD
t001352,2026-02-06,1200,3000,8798,USD
t001353,2026-02-06,6000,1000,1969,USD
t001354,2026-02-06,1000,4471,9957,USD
t001355,2026-02-06,6000,1000,104587,USD
t001356,2026-02-06,1000,3000,1471,USD
t001357,2026-02-06,4000,1000,69975,USD
t001358,2026-02-06,1000,4471,2423,USD
t001359,2026-02-06,6000,1000,2664,USD
t001360,2026-02-07,1000,3000,3858,USD
t001361,2026-02-07,1200,3000,206104,USD
t001362,2026-02-07,4000,1000,117502,USD
t001363,2026-02-07,1000,4471,40908,USD
t001364,2026-02-07,1200,3000,169695,USD
t001365,2026-02-07,1000,3000,114176,USD
t001366,2026-02-07,4471,3000,4692,USD
t001367,2026-02-07,6000,1000,219438,USD
t001368,2026-02-07,1000,1200,169482,USD
t001369,2026-02-07,6000,1000,182918,USD
t001370,2026-02-07,4000,1000,7268,USD
t001371,2026-02-07,4000,1000,70995,USD
t001372,2026-02-07,1000,1200,58098,USD
t001373,2026-02-07,1000,4471,48016,USD
t001374,2026-02-07,1000,1200,3872,USD
t001375,2026-02-07,1200,3000,72255,USD
t001376,2026-02-07,4000,1000,191773,USD
t001377,2026-02-07,2000,1000,195397,USD
t001378,2026-02-07,6000,1000,149149,USD
t001379,2026-02-07,1000,3000,4457,USD
t001380,2026-02-07,2000,1000,29148,USD
t001381,2026-02-07,1000,4471,2345,USD
t001382,2026-02-07,4000,1000,178580,USD
t001383,2026-02-07,2000,1000,153369,USD
t001384,2026-02-07,6000,1000,148313,USD
t001385,2026-02-07,4000,1000,6341,USD
t001386,2026-02-07,4000,2000,85647,USD
t001387,2026-02-07,4000,1000,127123,USD
t001388,2026-02-07,1200,3000,217165,USD
t001389,2026-02-07,4000,2000,235197,USD
t001390,2026-02-07,1000,4471,72895,USD
t001391,2026-02-07,4471,3000,137768,USD
t001392,2026-02-07,6000,1000,171559,USD
t001393,2026-02-07,6000,1000,4932,USD
t001394,2026-02-07,4471,3000,53379,USD
t001395,2026-02-07,2000,1000,86634,USD
t001396,2026-02-07,1000,3000,205507,USD
t001397,2026-02-07,1000,4471,62277,USD
t001398,2026-02-07,1000,3000,217600,USD
t001399,2026-02-07,1000,1200,94457,USD
t001400,2026-02-08,1000,4471,199661,USD
t001401,2026-02-08,2000,1000,5963,USD
t001402,2026-02-08,1000,1200,4228,USD
t001403,2026-02-08,1000,3000,65860,USD
t001404,2026-02-08,1000,1200,7670,USD
t001405,2026-02-08,1000,1200,190948,USD
t001406,2026-02-08,4000,2000,169078,USD
t001407,2026-02-08,1000,3000,168548,USD
t001408,2026-02-08,6000,1000,6734,USD
t001409,2026-02-08,2000,1000,2062,USD
t001410,2026-02-08,4471,3000,8073,USD
t001411,2026-02-08,4000,1000,124412,USD
t001412,2026-02-08,4000,1000,15667,USD
t001413,2026-02-08,1000,4471,124276,USD
t001414,2026-02-08,4471,3000,123931,USD
t001415,2026-02-08,4000,1000,158566,USD
t001416,2026-02-08,4000,1000,9724,USD
t001417,2026-02-08,4000,1000,160,USD
t001418,2026-02-08,1000,1200,97938,USD
t001419,2026-02-08,4471,3000,2259,USD
t001420,2026-02-08,6000,1000,42720,USD
t001421,2026-02-08,1000,3000,127711,USD
t001422,2026-02-08,6000,1000,83427,USD
t001423,2026-02-08,6000,1000,7425,USD
t001424,2026-02-08,2000,1000,9824,USD
t001425,2026-02-08,1000,4471,35141,USD
t001426,2026-02-08,4000,2000,221961,USD
t001427,2026-02-08,2000,1000,204669,USD
t001428,2026-02-08,1200,3000,15906,USD
t001429,2026-02-08,6000,1000,84823,USD
t001430,2026-02-08,1200,3000,101737,USD
t001431,2026-02-08,1000,1200,2802,USD
t001432,2026-02-08,6000,1000,133604,USD
t001433,2026-02-08,4000,1000,205146,USD
t001434,2026-02-08,1000,1200,67361,USD
t001435,2026-02-08,4000,1000,197789,USD
t001436,2026-02-08,1000,1200,219717,USD
t001437,2026-02-08,4000,2000,146964,USD
t001438,2026-02-08,1000,1200,188736,USD
t001439,2026-02-08,4000,2000,11892,USD
t001440,2026-02-09,1200,3000,199333,USD
t001441,2026-02-09,4000,2000,116381,USD
t001442,2026-02-09,4000,1000,9267,USD
t001443,2026-02-09,4000,2000,813,USD
t001444,2026-02-09,4471,3000,21600,USD
t001445,2026-02-09,1000,3000,85130,USD
t001446,2026-02-09,1000,1200,46129,USD
t001447,2026-02-09,4000,1000,8210,USD
t001448,2026-02-09,4471,3000,6419,USD
t001449,2026-02-09,1000,1200,245766,USD
t001450,2026-02-09,1000,4471,9810,USD
t001451,2026-02-09,2000,1000,25486,USD
t001452,2026-02-09,4000,1000,122982,USD
t001453,2026-02-09,6000,1000,206394,USD
t001454,2026-02-09,2000,1000,78293,USD
t001455,2026-02-09,4000,2000,186976,USD
t001456,2026-02-09,2000,1000,1781,USD
t001457,2026-02-09,4000,2000,142220,USD
t001458,2026-02-09,1000,1200,94117,USD
t001459,2026-02-09,1000,1200,168261,USD
t001460,2026-02-09,4000,1000,80464,USD
t001461,2026-02-09,2000,1000,4191,USD
t001462,2026-02-09,6000,1000,185968,USD
t001463,2026-02-09,1000,4471,177692,USD
t001464,2026-02-09,4000,2000,6081,USD
t001465,2026-02-09,6000,1000,5745,USD
t001466,2026-02-09,2000,1000,226141,USD
t001467,2026-02-09,1200,3000,3793,USD
t001468,2026-02-09,6000,1000,5230,USD
t001469,2026-02-09,4471,3000,1204,USD
t001470,2026-02-09,6000,1000,8364,USD
t001471,2026-02-09,2000,1000,127547,USD
t001472,2026-02-09,1000,4471,185854,USD
t001473,2026-02-09,2000,1000,129607,USD
t001474,2026-02-09,1000,1200,8191,USD
t001475,2026-02-09,4000,2000,50109,USD
t001476,2026-02-09,4000,1000,96392,USD
t001477,2026-02-09,1000,3000,160484,USD
t001478,2026-02-09,1000,3000,21353,USD
t001479,2026-02-09,1200,3000,116758,USD
t001480,2026-02-10,6000,1000,8036,USD
t001481,2026-02-10,4000,1000,64429,USD
t001482,2026-02-10,4471,3000,25953,USD
t001483,2026-02-10,6000,1000,217370,USD
t001484,2026-02-10,4000,1000,228077,USD
t001485,2026-02-10,1000,3000,112456,USD
t001486,2026-02-10,1000,1200,233549,USD
t001487,2026-02-10,4000,1000,1003,USD
t001488,2026-02-10,2000,1000,7836,USD
t001489,2026-02-10,1000,4471,166398,USD
t001490,2026-02-10,1000,1200,180686,USD
t001491,2026-02-10,4471,3000,127965,USD
t001492,2026-02-10,1000,3000,108864,USD
t001493,2026-02-10,2000,1000,2622,USD
t001494,2026-02-10,4000,1000,8342,USD
t001495,2026-02-10,1200,3000,121198,USD
t001496,2026-02-10,2000,1000,160927,USD
t001497,2026-02-10,1000,3000,225488,USD
t001498,2026-02-10,4000,1000,229687,USD
t001499,2026-02-10,4000,2000,3023,USD
t001500,2026-02-10,4000,1000,118534,USD
t001501,2026-02-10,1000,3000,145390,USD
t001502,2026-02-10,1000,3000,35849,USD
t001503,2026-02-10,6000,1000,11756,USD
t001504,2026-02-10,1000,3000,9692,USD
t001505,2026-02-10,4000,2000,183141,USD
t001506,2026-02-10,1000,3000,41920,USD
t001507,2026-02-10,1000,3000,194614,USD
t001508,2026-02-10,1000,1200,131034,USD
t001509,2026-02-10,1000,3000,208947,USD
t001510,2026-02-10,1000,3000,5396,USD
t001511,2026-02-10,6000,1000,23791,USD
t001512,2026-02-10,4000,1000,161977,USD
t001513,2026-02-10,4471,3000,8334,USD
t001514,2026-02-10,4471,3000,78832,USD
t001515,2026-02-10,2000,1000,1966,USD
t001516,2026-02-10,1200,3000,8141,USD
t001517,2026-02-10,1000,3000,146038,USD
t001518,2026-02-10,1000,1200,235887,USD
t001519,2026-02-10,1200,3000,165890,USD
t001520,2026-02-11,4000,1000,6056,USD
t001521,2026-02-11,4000,2000,26404,USD
t001522,2026-02-11,1000,1200,151254,USD
t001523,2026-02-11,6000,1000,3002,USD
t001524,2026-02-11,1200,3000,42925,USD
t001525,2026-02-11,4000,2000,90985,USD
t001526,2026-02-11,1000,1200,7759,USD
t001527,2026-02-11,1000,3000,209132,USD
t001528,2026-02-11,1000,3000,1072,USD
t001529,2026-02-11,4000,1000,219391,USD
t001530,2026-02-11,1000,3000,154972,USD
t001531,2026-02-11,1000,1200,180509,USD
t001532,2026-02-11,4000,2000,130102,USD
t001533,2026-02-11,4000,1000,4447,USD
t001534,2026-02-11,1000,1200,125058,USD
t001535,2026-02-11,1200,3000,71993,USD
t001536,2026-02-11,1000,1200,3390,USD
t001537,2026-02-11,1000,3000,189564,USD
t001538,2026-02-11,4000,1000,241216,USD
t001539,2026-02-11,4000,1000,237652,USD
t001540,2026-02-11,4000,2000,248944,USD
t001541,2026-02-11,4000,1000,8900,USD
t001542,2026-02-11,1200,3000,197192,USD
t001543,2026-02-11,4000,1000,41084,USD
t001544,2026-02-11,2000,1000,225079,USD
t001545,2026-02-11,1000,3000,7684,USD
t001546,2026-02-11,4000,1000,16121,USD
t001547,2026-02-11,1000,1200,168637,USD
t001548,2026-02-11,4000,2000,125105,USD
t001549,2026-02-11,4000,1000,8729,USD
t001550,2026-02-11,4000,2000,9853,USD
t001551,2026-02-11,1000,4471,6345,USD
t001552,2026-02-11,4000,2000,106689,USD
t001553,2026-02-11,2000,1000,9492,USD
t001554,2026-02-11,6000,1000,26243,USD
t001555,2026-02-11,4471,3000,197306,USD
t001556,2026-02-11,4000,1000,16108,USD
t001557,2026-02-11,1000,1200,1311,USD
t001558,2026-02-11,6000,1000,239646,USD
t001559,2026-02-11,1200,3000,616,USD
t001560,2026-02-12,6000,1000,3254,USD
t001561,2026-02-12,1200,3000,222467,USD
t001562,2026-02-12,2000,1000,61251,USD
t001563,2026-02-12,1000,1200,9376,USD
t001564,2026-02-12,4000,1000,78293,USD
t001565,2026-02-12,4471,3000,41632,USD
t001566,2026-02-12,4000,2000,5938,USD
t001567,2026-02-12,1200,3000,71664,USD
t001568,2026-02-12,1200,3000,139581,USD
t001569,2026-02-12,1000,1200,2310,USD
t001570,2026-02-12,2000,1000,901,USD
t001571,2026-02-12,1000,3000,160718,USD
t001572,2026-02-12,4000,2000,8905,USD
t001573,2026-02-12,1000,3000,60905,USD
t001574,2026-02-12,4471,3000,109883,USD
t001575,2026-02-12,4000,2000,2886,USD
t001576,2026-02-12,4000,1000,177287,USD
t001577,2026-02-12,1000,3000,118708,USD
t001578,2026-02-12,1000,1200,56816,USD
t001579,2026-02-12,6000,1000,109456,USD
t001580,2026-02-12,6000,1000,5754,USD
t001581,2026-02-12,1000,1200,130218,USD
t001582,2026-02-12,1000,4471,217021,USD
t001583,2026-02-12,4000,2000,3297,USD
t001584,2026-02-12,1000,1200,5878,USD
t001585,2026-02-12,1000,3000,5381,USD
t001586,2026-02-12,4000,2000,178427,USD
t001587,2026-02-12,4471,3000,1349,USD
t001588,2026-02-12,4471,3000,113871,USD
t001589,2026-02-12,4000,2000,228055,USD
t001590,2026-02-12,4000,1000,223290,USD
t001591,2026-02-12,1000,1200,148316,USD
t001592,2026-02-12,4000,2000,2930,USD
t001593,2026-02-12,4000,1000,71406,USD
t001594,2026-02-12,2000,1000,66842,USD
t001595,2026-02-12,4000,1000,37912,USD
t001596,2026-02-12,1200,3000,72633,USD
t001597,2026-02-12,1000,3000,235294,USD
t001598,2026-02-12,1000,3000,1637,USD
t001599,2026-02-12,1000,1200,122004,USD
t001600,2026-02-13,4000,1000,98319,USD
t001601,2026-02-13,4000,2000,229746,USD
t001602,2026-02-13,6000,1000,144728,USD
t001603,2026-02-13,6000,1000,245642,USD
t001604,2026-02-13,1000,1200,5430,USD
t001605,2026-02-13,4471,3000,21309,USD
t001606,2026-02-13,4000,1000,104472,USD
t001607,2026-02-13,4471,3000,180809,USD
t001608,2026-02-13,6000,1000,207085,USD
t001609,2026-02-13,1000,3000,9833,USD
t001610,2026-02-13,6000,1000,212900,USD
t001611,2026-02-13,4000,2000,249274,USD
t001612,2026-02-13,1000,3000,246808,USD
t001613,2026-02-13,1000,3000,121236,USD
t001614,2026-02-13,6000,1000,237091,USD
t001615,2026-02-13,4000,2000,28283,USD
t001616,2026-02-13,4000,1000,215534,USD
t001617,2026-02-13,1000,4471,77022,USD
t001618,2026-02-13,4000,1000,213918,USD
t001619,2026-02-13,4471,3000,1288,USD
t001620,2026-02-13,2000,1000,5406,USD
t001621,2026-02-13,1000,4471,63768,USD
t001622,2026-02-13,4000,1000,7283,USD
t001623,2026-02-13,4471,3000,4322,USD
t001624,2026-02-13,1200,3000,56284,USD
t001625,2026-02-13,2000,1000,3494,USD
t001626,2026-02-13,1000,3000,89565,USD
t001627,2026-02-13,1000,4471,23760,USD
t001628,2026-02-13,1200,3000,221620,USD
t001629,2026-02-13,6000,1000,168588,USD
t001630,2026-02-13,2000,1000,157852,USD
t001631,2026-02-13,1000,1200,4417,USD
t001632,2026-02-13,2000,1000,180901,USD
t001633,2026-02-13,2000,1000,63450,USD
t001634,2026-02-13,2000,1000,9382,USD
t001635,2026-02-13,4000,1000,44973,USD
t001636,2026-02-13,2000,1000,52635,USD
t001637,2026-02-13,1000,4471,3219,USD
t001638,2026-02-13,1000,4471,142700,USD
t001639,2026-02-13,1000,1200,1518,USD
t001640,2026-02-14,4000,1000,930,USD
t001641,2026-02-14,4471,3000,90881,USD
t001642,2026-02-14,6000,1000,69683,USD
t001643,2026-02-14,1000,1200,175405,USD
t001644,2026-02-14,1000,1200,239353,USD
t001645,2026-02-14,1200,3000,201175,USD
t001646,2026-02-14,1000,1200,9729,USD
t001647,2026-02-14,6000,1000,197613,USD
t001648,2026-02-14,1200,3000,74807,USD
t001649,2026-02-14,2000,1000,20188,USD
t001650,2026-02-14,1000,1200,6321,USD
t001651,2026-02-14,1200,3000,9495,USD
t001652,2026-02-14,1000,3000,7997,USD
t001653,2026-02-14,4000,1000,6947,USD
t001654,2026-02-14,4471,3000,216606,USD
t001655,2026-02-14,1000,3000,87939,USD
t001656,2026-02-14,6000,1000,101077,USD
t001657,2026-02-14,4000,1000,9220,USD
t001658,2026-02-14,1200,3000,8781,USD
t001659,2026-02-14,6000,1000,114565,USD
t001660,2026-02-14,4000,1000,96274,USD
t001661,2026-02-14,1200,3000,1119,USD
t001662,2026-02-14,1000,3000,210695,USD
t001663,2026-02-14,1000,1200,53902,USD
t001664,2026-02-14,4000,1000,208704,USD
t001665,2026-02-14,4000,2000,34747,USD
t001666,2026-02-14,1000,3000,111092,USD
t001667,2026-02-14,1000,3000,220369,USD
t001668,2026-02-14,4000,1000,7209,USD
t001669,2026-02-14,2000,1000,3494,USD
t001670,2026-02-14,2000,1000,1683,USD
t001671,2026-02-14,4000,1000,2590,USD
t001672,2026-02-14,1000,1200,9881,USD
t001673,2026-02-14,4000,1000,110486,USD
t001674,2026-02-14,4000,1000,40794,USD
t001675,2026-02-14,4000,1000,69478,USD
t001676,2026-02-14,1200,3000,52185,USD
t001677,2026-02-14,1200,3000,211856,USD
t001678,2026-02-14,6000,1000,144407,USD
t001679,2026-02-14,1000,3000,21467,USD
t001680,2026-02-15,4000,2000,112195,USD
t001681,2026-02-15,1000,1200,199070,USD
t001682,2026-02-15,2000,1000,162010,USD
t001683,2026-02-15,4000,2000,22062,USD
t001684,2026-02-15,4000,1000,3302,USD
t001685,2026-02-15,4471,3000,40124,USD
t001686,2026-02-15,4000,2000,98210,USD
t001687,2026-02-15,4000,2000,134052,USD
t001688,2026-02-15,6000,1000,226681,USD
t001689,2026-02-15,4471,3000,7938,USD
t001690,2026-02-15,6000,1000,18665,USD
t001691,2026-02-15,1200,3000,123123,USD
t001692,2026-02-15,1200,3000,175282,USD
t001693,2026-02-15,4471,3000,5787,USD
t001694,2026-02-15,1000,3000,8858,USD
t001695,2026-02-15,1000,3000,25215,USD
t001696,2026-02-15,1000,1200,4277,USD
t001697,2026-02-15,6000,1000,7629,USD
t001698,2026-02-15,4000,2000,7811,USD
t001699,2026-02-15,6000,1000,7032,USD
t001700,2026-02-15,1000,3000,31528,USD
t001701,2026-02-15,6000,1000,167182,USD
t001702,2026-02-15,6000,1000,90459,USD
t001703,2026-02-15,4471,3000,119487,USD
t001704,2026-02-15,1000,3000,240764,USD
t001705,2026-02-15,1000,4471,1610,USD
t001706,2026-02-15,1000,1200,236490,USD
t001707,2026-02-15,1000,3000,19284,USD
t001708,2026-02-15,2000,1000,120502,USD
t001709,2026-02-15,4000,1000,140752,USD
t001710,2026-02-15,1000,1200,43521,USD
t001711,2026-02-15,2000,1000,136631,USD
t001712,2026-02-15,1000,3000,30076,USD
t001713,2026-02-15,4000,2000,7811,USD
t001714,2026-02-15,6000,1000,201500,USD
t001715,2026-02-15,4000,2000,174248,USD
t001716,2026-02-15,1000,1200,177962,USD
t001717,2026-02-15,1200,3000,16926,USD
t001718,2026-02-15,6000,1000,5133,USD
t001719,2026-02-15,2000,1000,119946,USD
t001720,2026-02-16,1200,3000,3412,USD
t001721,2026-02-16,4471,3000,7160,USD
t001722,2026-02-16,1000,3000,239094,USD
t001723,2026-02-16,2000,1000,3274,USD
t001724,2026-02-16,1000,1200,5019,USD
t001725,2026-02-16,4000,2000,131957,USD
t001726,2026-02-16,6000,1000,74528,USD
t001727,2026-02-16,4471,3000,220183,USD
t001728,2026-02-16,1000,3000,240766,USD
t001729,2026-02-16,4471,3000,8260,USD
t001730,2026-02-16,1000,3000,49929,USD
t001731,2026-02-16,6000,1000,4538,USD
t001732,2026-02-16,1000,3000,8880,USD
t001733,2026-02-16,4000,1000,249323,USD
t001734,2026-02-16,1000,1200,175321,USD
t001735,2026-02-16,1000,4471,85577,USD
t001736,2026-02-16,4000,1000,7404,USD
t001737,2026-02-16,1200,3000,4681,USD
t001738,2026-02-16,1000,1200,129075,USD
t001739,2026-02-16,1000,1200,148267,USD
t001740,2026-02-16,4000,2000,226438,USD
t001741,2026-02-16,2000,1000,237936,USD
t001742,2026-02-16,2000,1000,195073,USD
t001743,2026-02-16,4000,1000,38585,USD
t001744,2026-02-16,1000,3000,210870,USD
t001745,2026-02-16,1200,3000,68358,USD
t001746,2026-02-16,1200,3000,14628,USD
t001747,2026-02-16,2000,1000,3347,USD
t001748,2026-02-16,2000,1000,56065,USD
t001749,2026-02-16,1200,3000,208240,USD
t001750,2026-02-16,1200,3000,6789,USD
t001751,2026-02-16,4471,3000,238499,USD
t001752,2026-02-16,1200,3000,85482,USD
t001753,2026-02-16,4000,1000,204862,USD
t001754,2026-02-16,1000,1200,242008,USD
t001755,2026-02-16,4000,1000,37635,USD
t001756,2026-02-16,6000,1000,6235,USD
t001757,2026-02-16,6000,1000,86469,USD
t001758,2026-02-16,1000,3000,5836,USD
t001759,2026-02-16,1000,4471,76850,USD
t001760,2026-02-17,1000,3000,4489,USD
t001761,2026-02-17,6000,1000,9858,USD
t001762,2026-02-17,2000,1000,29160,USD
t001763,2026-02-17,1200,3000,118058,USD
t001764,2026-02-17,2000,1000,227025,USD
t001765,2026-02-17,4000,1000,9637,USD
t001766,2026-02-17,6000,1000,193965,USD
t001767,2026-02-17,2000,1000,249022,USD
t001768,2026-02-17,4471,3000,63637,USD
t001769,2026-02-17,4000,2000,9169,USD
t001770,2026-02-17,2000,1000,90671,USD
t001771,2026-02-17,4000,2000,5730,USD
t001772,2026-02-17,1000,3000,8756,USD
t001773,2026-02-17,1000,1200,8302,USD
t001774,2026-02-17,2000,1000,232097,USD
t001775,2026-02-17,4471,3000,16752,USD
t001776,2026-02-17,4000,1000,238108,USD
t001777,2026-02-17,1200,3000,111351,USD
t001778,2026-02-17,4471,3000,1333,USD
t001779,2026-02-17,1200,3000,107951,USD
t001780,2026-02-17,4471,3000,204156,USD
t001781,2026-02-17,4000,1000,9673,USD
t001782,2026-02-17,4000,1000,8474,USD
t001783,2026-02-17,4000,1000,6725,USD
t001784,2026-02-17,1000,4471,184342,USD
t001785,2026-02-17,1000,3000,134409,USD
t001786,2026-02-17,1000,3000,7197,USD
t001787,2026-02-17,1000,1200,118644,USD
t001788,2026-02-17,6000,1000,184285,USD
t001789,2026-02-17,6000,1000,37847,USD
t001790,2026-02-17,6000,1000,51717,USD
t001791,2026-02-17,6000,1000,238305,USD
t001792,2026-02-17,4471,3000,48277,USD
t001793,2026-02-17,1000,3000,74418,USD
t001794,2026-02-17,1000,3000,8382,USD
t001795,2026-02-17,1000,3000,58456,USD
t001796,2026-02-17,1000,3000,5838,USD
t001797,2026-02-17,4000,1000,7542,USD
t001798,2026-02-17,6000,1000,31945,USD
t001799,2026-02-17,1200,3000,140182,USD
t001800,2026-02-18,6000,1000,231376,USD
t001801,2026-02-18,6000,1000,8421,USD
t001802,2026-02-18,4000,2000,1471,USD
t001803,2026-02-18,4000,2000,223431,USD
t001804,2026-02-18,1000,1200,79418,USD
t001805,2026-02-18,1000,3000,171636,USD
t001806,2026-02-18,1000,1200,5476,USD
t001807,2026-02-18,4000,1000,48000,USD
t001808,2026-02-18,2000,1000,100234,USD
t001809,2026-02-18,2000,1000,5443,USD
t001810,2026-02-18,2000,1000,3293,USD
t001811,2026-02-18,1000,3000,424,USD
t001812,2026-02-18,1000,4471,147834,USD
t001813,2026-02-18,4000,1000,243724,USD
t001814,2026-02-18,4000,2000,96792,USD
t001815,2026-02-18,6000,1000,4080,USD
t001816,2026-02-18,1000,1200,185990,USD
t001817,2026-02-18,2000,1000,38779,USD
t001818,2026-02-18,4000,2000,217261,USD
t001819,2026-02-18,1000,4471,110734,USD
t001820,2026-02-18,1000,4471,4338,USD
t001821,2026-02-18,6000,1000,219711,USD
t001822,2026-02-18,4000,2000,139538,USD
t001823,2026-02-18,4000,1000,162937,USD
